date,H,Q,S,dH,Qs
2016-02-10,42.45428571428572,282.57142857142856,0.7021931808062016,0.0028571428571382285,17143.464692176458
2016-02-11,42.42428571428571,274.0,0.6452024185372859,0.030000000000008242,15274.263975484291
2016-02-12,42.40428571428571,268.42857142857144,0.613662448248458,0.01999999999999602,14232.199765480695
2016-02-13,42.46111111111111,284.3333333333333,0.7106406339876361,0.05682539682539556,17457.882070793865
2016-02-14,42.49571428571429,294.7142857142857,0.7118014469975709,0.03460317460318407,18124.823953925348
2016-02-15,42.51571428571429,300.7142857142857,0.7017577290905381,0.01999999999999602,18232.86881502205
2016-02-16,42.527142857142856,304.2857142857143,0.7052731498929493,0.011428571428567125,18541.832617299893
2016-02-17,42.50571428571429,297.7142857142857,0.7336405003865314,0.021428571428565135,18871.078251771134
2016-02-18,42.48428571428571,275.42857142857144,0.6383625127943321,0.021428571428579346,15191.13095589566
2016-02-19,42.472857142857144,250.0,0.575065257970835,0.011428571428567125,12421.409572170036
2016-02-20,42.449999999999996,242.42857142857142,0.529136780000267,0.02285714285714846,11083.208284723307
2016-02-21,42.45285714285715,243.28571428571428,0.545613782064632,0.0028571428571524393,11468.739343137755
2016-02-22,42.462857142857146,246.85714285714286,0.578135169573529,0.00999999999999801,12330.73118702746
2016-02-23,42.449999999999996,242.57142857142858,0.5783802842758676,0.01285714285715045,12121.79314875951
2016-02-24,42.428333333333335,235.5,0.5649902961669787,0.021666666666661172,11495.970554168749
2016-02-25,42.446666666666665,241.5,0.5503897197813062,0.01833333333333087,11484.211737068825
2016-02-26,42.415,271.8333333333333,0.6520944996989885,0.03166666666666629,15315.352257730325
2016-02-27,42.410000000000004,270.14285714285717,0.646685920221295,0.0049999999999954525,15093.87109885196
2016-02-28,42.365,258.125,0.5797403800731219,0.045000000000001705,12929.369956390765
2016-02-29,42.39142857142857,265.14285714285717,0.611047621944992,0.026428571428567693,13998.08842555769
2016-03-01,42.410000000000004,257.7142857142857,0.5743674013655449,0.018571428571434012,12789.159947754495
2016-03-02,42.621428571428574,347.0,0.9132777469554539,0.21142857142856997,27380.797475922074
2016-03-03,42.64714285714285,369.0,0.9613845365045469,0.025714285714279583,30650.477239023363
2016-03-04,42.565000000000005,294.8333333333333,0.792987273904939,0.08214285714284841,20200.240620544853
2016-03-05,42.553333333333335,285.3333333333333,0.7096864622544955,0.011666666666670267,17495.758416667628
2016-03-06,42.77875,491.75,1.5518745390480648,0.2254166666666677,65934.80391544294
2016-03-07,42.864285714285714,570.5714285714286,1.6854336299194996,0.0855357142857116,83087.44767234699
2016-03-08,42.9225,625.625,1.7966584681215827,0.05821428571428555,97116.57683584404
2016-03-09,42.94555555555556,647.0,1.7490187716868775,0.02305555555555827,97771.5485523138
2016-03-10,42.973333333333336,673.5,1.9229294197980165,0.027777777777778567,111896.0321098145
2016-03-11,42.958571428571425,659.4285714285714,1.7957784948338473,0.014761904761911637,102313.81273971753
2016-03-12,42.957142857142856,659.1428571428571,1.8183604463015672,0.0014285714285691142,103555.52351056303
2016-03-13,42.97666666666667,677.8333333333334,1.8023152007364625,0.019523809523811053,105552.2292680908
2016-03-14,42.95166666666666,653.0,1.7150010492394216,0.025000000000005684,96758.98719724879
2016-03-15,42.91571428571428,618.8571428571429,1.6545789729704357,0.035952380952380736,88469.10856892071
2016-03-16,42.957499999999996,658.375,1.792678214292928,0.04178571428571587,101973.99047055321
2016-03-17,42.94166666666666,643.3333333333334,1.7115424314234196,0.015833333333333144,95134.37450823936
2016-03-18,42.95125,652.5,1.7311938829316793,0.009583333333338828,97597.78634415637
2016-03-19,42.95857142857143,659.2857142857143,1.7374736087319058,0.007321428571430033,98970.46812161789
2016-03-20,42.96,660.8571428571429,1.7570872893072564,0.0014285714285691142,100326.2704498537
2016-03-21,42.98666666666667,686.3333333333334,1.94864148886543,0.026666666666670835,115552.88137652892
2016-03-22,43.01333333333333,712.1666666666666,2.0104852607528607,0.026666666666656624,123707.57067643643
2016-03-23,43.06428571428571,762.2857142857143,2.1134716882023903,0.050952380952381304,139196.38540008906
2016-03-24,43.11714285714286,815.7142857142857,2.288782864455567,0.0528571428571496,161308.1847831382
2016-03-25,43.09875,797.0,2.1738414404126685,0.018392857142856656,149692.4606599687
2016-03-26,43.07,768.0,2.0319300773743216,0.028750000000002274,134829.12667018862
2016-03-27,43.026250000000005,724.875,1.9034514926346036,0.04374999999999574,119211.64422251112
2016-03-28,43.00625,705.375,1.869269816900398,0.020000000000003126,113921.52742910462
2016-03-29,43.08428571428571,784.0,2.1268456720793005,0.07803571428571132,144067.42139703885
2016-03-30,42.995,694.375,1.8087123268487963,0.0892857142857153,108511.8873369667
2016-03-31,42.965714285714284,666.2857142857143,1.7758434698278587,0.029285714285713027,102230.13324273491
2016-04-01,42.97714285714286,677.2857142857143,1.8295047313445274,0.01142857142857423,107058.01698067153
2016-04-02,42.98,680.0,1.7683986232774684,0.0028571428571382285,103896.95591479783
2016-04-03,42.98428571428571,684.1428571428571,1.872646149424843,0.004285714285714448,110692.00688415108
2016-04-04,43.00833333333333,707.1666666666666,1.982210754655789,0.024047619047621538,121111.49134086499
2016-04-05,43.01666666666667,715.5,1.9621197043126604,0.008333333333339965,121296.67042484523
2016-04-06,43.02285714285715,721.1428571428571,1.9861040733319153,0.006190476190475636,123747.67578461564
2016-04-07,43.03142857142858,729.5714285714286,2.036457873339338,0.008571428571428896,128368.06386143452
2016-04-08,43.02571428571429,723.8571428571429,1.9749477057208156,0.005714285714290668,123515.71230718131
2016-04-09,43.035,733.25,1.9710584274802363,0.0092857142857099,124872.07034446993
2016-04-10,42.99142857142857,691.1428571428571,1.7925101410999762,0.043571428571425486,107039.28214460594
2016-04-11,42.97428571428571,674.5714285714286,1.7590093144707324,0.017142857142857792,102520.28961788872
2016-04-12,43.00375,702.875,1.8525700951802138,0.029464285714283278,112503.61776814211
2016-04-13,42.968333333333334,668.8333333333334,1.6380657674080439,0.03541666666666288,94659.23411436212
2016-04-14,42.94,641.7142857142857,1.633355036947809,0.028333333333335986,90559.9233376814
2016-04-15,42.90571428571428,609.1428571428571,1.5716375470375274,0.034285714285715585,82715.19429272524
2016-04-16,42.896,599.8,1.5204712628038266,0.009714285714281345,78794.95652032911
2016-04-17,42.898,601.8,1.5128650034279274,0.0020000000000024443,78662.20254303687
2016-04-18,42.904,607.6,1.539389411112484,0.006000000000000227,80812.77173498408
2016-04-19,42.898,602.0,1.5334308419432898,0.006000000000000227,79758.03169582796
2016-04-20,42.886,590.6,1.5461109685152217,0.012000000000000455,78894.70312363977
2016-04-21,42.864,570.6,1.4072513260880135,0.02200000000000557,69377.2652159269
2016-04-22,42.818,528.2,1.3353711929272698,0.045999999999999375,60941.640738601505
2016-04-23,42.791999999999994,504.0,1.2428468344527133,0.026000000000003354,54120.51111434408
2016-04-24,42.791999999999994,504.2,1.2948864570532455,0.0,56408.98334223569
2016-04-25,42.766000000000005,532.0,1.2736549929828356,0.025999999999989143,58543.297021457445
2016-04-26,42.739999999999995,521.0,1.2573361680910886,0.02600000000001046,56598.2332049195
2016-04-27,42.727999999999994,509.6,1.2939443917824267,0.012000000000000455,56971.646961320854
2016-04-28,42.698,482.0,1.1020753150278844,0.02999999999999403,45895.70607927324
2016-04-29,42.70333333333334,486.8333333333333,1.121056727185125,0.005333333333339851,47154.3364815516
2016-04-30,42.684,469.6,1.1240535013383037,0.01933333333334275,45606.717293339585
2016-05-01,42.65,439.6,1.0254006204576755,0.03399999999999892,38946.19214187598
2016-05-02,42.65,440.8,1.0330796116833043,0.0,39344.96098051205
2016-05-03,42.638,430.0,1.015876657257285,0.012000000000000455,37741.84957042266
2016-05-04,42.59400000000001,393.2,0.9466752538373289,0.043999999999989825,32160.906127483577
2016-05-05,42.57,375.0,0.936950595750204,0.024000000000008015,30357.199302306613
2016-05-06,42.556,439.6,0.9702791571013293,0.014000000000002899,36852.59958869472
2016-05-07,42.55,480.0,1.0892760795751315,0.006000000000000227,45174.45757213986
2016-05-08,42.53,461.2,1.0672272781976209,0.01999999999999602,42526.53106888977
2016-05-09,42.542,472.8,1.071069907786627,0.012000000000000455,43753.120047491095
2016-05-10,42.522000000000006,453.4,0.9856257305565391,0.01999999999999602,38610.66581864653
2016-05-11,42.49166666666667,425.5,0.9872145666583266,0.03033333333333843,36293.166556973396
2016-05-12,42.488,422.4,0.9589600937183631,0.003666666666667595,34997.5938458854
2016-05-13,42.476,411.4,0.9335737474779823,0.012000000000000455,33183.841511154984
2016-05-14,42.476,411.4,0.9438783843596544,0.0,33550.119416928545
2016-05-15,42.48666666666667,421.0,0.8775192582947057,0.010666666666672597,31919.236508914946
2016-05-16,42.468,404.2,0.888700012315079,0.018666666666668164,31035.96388607803
2016-05-17,42.446000000000005,384.8,0.8823150009345972,0.021999999999998465,29334.079787872295
2016-05-18,42.436,376.4,0.8582932257484664,0.010000000000005116,27912.519662836847
2016-05-19,42.434000000000005,374.4,0.8414944385116871,0.001999999999995339,27220.796736086217
2016-05-20,42.432,372.8,0.8072144582649561,0.0020000000000024443,26000.313123557575
2016-05-21,42.426,367.4,0.8085264539444317,0.006000000000000227,25665.346297081516
2016-05-22,42.42,362.6,0.7958463751207531,0.006000000000000227,24932.78458146303
2016-05-23,42.39666666666667,378.3333333333333,0.8542768469688079,0.023333333333333428,27924.60157371639
2016-05-24,42.382,386.4,0.8373038526113454,0.01466666666667038,27953.355627275665
2016-05-25,42.364,374.4,0.8134057385883551,0.018000000000000682,26312.17897677428
2016-05-26,42.342,360.4,0.7697987989651864,0.021999999999998465,23970.426089505392
2016-05-27,42.315999999999995,344.6,0.7357579176186101,0.026000000000003354,21906.044214742633
2016-05-28,42.312,342.2,0.7273930611930922,0.003999999999997783,21506.16143867986
2016-05-29,42.322,348.2,0.7431112866014384,0.010000000000005116,22356.116639535245
2016-05-30,42.306,338.6,0.7256888218059732,0.016000000000005343,21230.05550948662
2016-05-31,42.305,338.0,0.7470669216690781,0.0009999999999976694,21816.74472688642
2016-06-01,42.3175,345.5,0.7599303688395106,0.012500000000002842,22684.833426302
2016-06-02,42.31666666666667,345.0,0.7478015470740113,0.0008333333333325754,22290.46851518213
2016-06-03,42.32285714285714,348.7142857142857,0.7750353626418082,0.00619047619046853,23350.974009432528
2016-06-04,42.332857142857144,354.7142857142857,0.7774401353633689,0.010000000000005116,23826.452166809424
2016-06-05,42.32571428571429,350.42857142857144,0.7801868717974031,0.007142857142852677,23621.740208463456
2016-06-06,42.27571428571429,320.85714285714283,0.6973681838546817,0.05000000000000426,19332.480642429993
2016-06-07,42.23833333333334,300.0,0.6342546569174449,0.03738095238094985,16439.880707300174
2016-06-08,42.20142857142857,280.7142857142857,0.6117948919470367,0.03690476190476488,14838.298510742874
2016-06-09,42.21,285.0,0.610000349783878,0.008571428571428896,15020.64861307821
2016-06-10,42.221666666666664,291.0,0.6194553658140812,0.011666666666663161,15574.594589443957
2016-06-11,42.238749999999996,300.0,0.6363469381526619,0.017083333333332007,16494.112636916998
2016-06-12,42.23142857142857,296.0,0.6403538064994309,0.007321428571422928,16376.664388939045
2016-06-13,42.23166666666666,296.3333333333333,0.6232720520843203,0.00023809523808893118,15957.759003925272
2016-06-14,42.24428571428571,303.2857142857143,0.6396712199660232,0.012619047619047308,16761.871542707388
2016-06-15,42.212857142857146,286.42857142857144,0.603983185485875,0.031428571428563146,14947.030741155588
2016-06-16,42.196666666666665,278.3333333333333,0.5844631869819227,0.01619047619048075,14055.170720541275
2016-06-17,42.18714285714286,187.42857142857142,0.3813849676475748,0.009523809523805937,6176.082785804658
2016-06-18,42.211666666666666,203.5,0.4212002049476114,0.024523809523806506,7405.710483470883
2016-06-19,42.31714285714286,280.0,0.6009502589448736,0.10547619047619605,14538.188664394384
2016-06-20,42.49571428571429,430.0,1.0414718914934786,0.1785714285714306,38692.76371276572
2016-06-21,42.68142857142857,609.4285714285714,1.6039443813449437,0.18571428571427617,84455.0956489478
2016-06-22,42.815714285714286,744.8571428571429,1.9505410874707927,0.134285714285717,125528.35346832608
2016-06-23,42.83857142857143,768.7142857142857,2.010813806102288,0.022857142857141355,133552.0482044266
2016-06-24,42.82714285714286,756.8571428571429,2.001790585293039,0.011428571428567125,130902.00505774998
2016-06-25,42.81142857142857,740.5714285714286,1.8998946782449482,0.015714285714288678,121565.4666626692
2016-06-26,42.76857142857143,696.2857142857143,1.7637565988889468,0.04285714285714448,106105.98441169721
2016-06-27,42.80833333333334,737.3333333333334,1.9215015364780343,0.039761904761910216,122410.40828225507
2016-06-28,42.80875,737.75,1.8273230764084,0.0004166666666662877,116476.49660719368
2016-06-29,42.81428571428571,743.5714285714286,1.945175387927088,0.005535714285706206,124966.95915078095
2016-06-30,42.81285714285714,742.0,1.9025316760434803,0.0014285714285691142,121969.02271313629
2016-07-01,42.82285714285714,752.5714285714286,1.9439759790432731,0.00999999999999801,126401.53936237669
2016-07-02,42.75,677.5,1.7045583597252179,0.07285714285713851,99778.02814487535
2016-07-03,42.65,577.7142857142857,1.4443339550675331,0.10000000000000142,72093.2278335606
2016-07-04,42.593333333333334,528.1666666666666,1.2530296553476343,0.05666666666666487,57180.25408027181
2016-07-05,42.69375,621.375,1.544891272709008,0.10041666666666771,82940.26877967398
2016-07-06,42.843333333333334,773.8333333333334,2.0053199288238575,0.1495833333333323,134074.08618522008
2016-07-07,42.93142857142857,796.8571428571429,2.1478497702988117,0.08809523809523512,147876.14285971332
2016-07-08,43.08833333333333,942.6666666666666,2.677200040450817,0.15690476190476232,218048.30537457342
2016-07-09,43.13285714285714,984.5714285714286,2.787788961597997,0.04452380952380963,237148.76394514367
2016-07-10,42.958571428571425,821.7142857142857,2.187919265164054,0.17428571428571615,155333.76619750322
2016-07-11,42.857142857142854,729.4285714285714,1.905110643780771,0.10142857142857054,120065.0804904707
2016-07-12,42.82333333333333,699.0,1.8190540400703352,0.03380952380952351,109859.22207439182
2016-07-13,42.82142857142857,697.2857142857143,1.8260545460630304,0.0019047619047611875,110011.5430683468
2016-07-14,42.824285714285715,699.8571428571429,1.7816375009195278,0.002857142857145334,107731.44555845884
2016-07-15,42.86875,739.875,1.9383080049785144,0.04446428571428385,123906.72687985255
2016-07-16,42.90571428571428,773.1428571428571,2.011537327196026,0.03696428571428356,134369.77389677355
2016-07-17,42.93142857142857,796.2857142857143,2.128228697681411,0.02571428571428669,146420.18859138605
2016-07-18,42.97,831.8333333333334,2.156656582058853,0.03857142857143003,154999.7712152026
2016-07-19,43.01571428571429,874.2857142857143,2.3144709527381955,0.045714285714289815,174831.1681053529
2016-07-20,42.656666666666666,1007.6666666666666,2.9385425705523,0.3590476190476224,255836.56869445258
2016-07-21,42.19,946.5,2.5768268126698186,0.46666666666666856,210726.71235578737
2016-07-22,42.215,922.3333333333334,2.4755849326425237,0.025000000000005684,197278.37304830967
2016-07-23,42.392857142857146,1089.0,3.077743285237195,0.1778571428571425,289583.6346106536
2016-07-24,42.62428571428571,1307.142857142857,3.826485186402111,0.231428571428566,432152.3041374361
2016-07-25,42.712857142857146,1390.0,4.141272706951013,0.0885714285714343,497350.2870139889
2016-07-26,42.81,1480.0,4.351704122624471,0.09714285714285609,556461.1095682364
2016-07-27,43.807500000000005,1477.5,4.37334356401545,0.9975000000000023,558283.5460079563
2016-07-28,43.68857142857143,1367.142857142857,3.87961493194724,0.11892857142857594,458264.5496072445
2016-07-29,43.61571428571428,1295.7142857142858,3.674384392452524,0.07285714285714562,411346.282910948
2016-07-30,43.446666666666665,1140.0,3.1305498991152305,0.16904761904761756,308346.6428632538
2016-07-31,43.324999999999996,1025.5,2.7839724152197722,0.1216666666666697,246668.86470020053
2016-08-01,43.26857142857143,972.4285714285714,2.6153262018625543,0.05642857142856883,219734.0284864535
2016-08-02,43.279999999999994,982.5714285714286,2.681162501880281,0.011428571428567125,227615.06906248207
2016-08-03,43.39666666666667,1091.6666666666667,3.0283425335584937,0.11666666666667425,285633.2677652372
2016-08-04,43.495000000000005,1185.0,3.2280405144692086,0.09833333333333627,330499.70003341546
2016-08-05,43.47714285714285,1167.142857142857,3.187339840945822,0.017857142857153008,321414.99223508063
2016-08-06,43.305,1007.5,2.73466821814416,0.17214285714285182,238047.3990530129
2016-08-07,43.13333333333333,847.1666666666666,2.266256721661564,0.17166666666666686,165879.11399336252
2016-08-08,43.045,762.75,1.9605760938055456,0.08833333333333115,129205.10150353557
2016-08-09,43.00428571428572,722.8571428571429,1.8498635040772822,0.04071428571428015,115532.96088093182
2016-08-10,43.02166666666667,740.0,1.8902657646035292,0.017380952380946724,120856.03192569125
2016-08-11,43.01571428571429,734.0,1.8498549444064352,0.005952380952379599,117313.36092238955
2016-08-12,42.855,571.1666666666666,1.385754376628971,0.1607142857142918,68385.31558138777
2016-08-13,42.75857142857143,482.2857142857143,1.1462497405414205,0.09642857142856798,47763.63718849443
2016-08-14,42.712857142857146,442.85714285714283,1.0148324583623027,0.04571428571428271,38830.38937825131
2016-08-15,42.69,423.14285714285717,0.96717277405077,0.02285714285714846,35359.39448317087
2016-08-16,42.71625,445.75,1.024445802664671,0.026250000000004547,39454.27630886394
2016-08-17,42.71666666666667,446.0,1.0112936148521927,0.0004166666666662877,38969.59267216034
2016-08-18,42.73714285714285,463.2857142857143,1.0800091532196314,0.02047619047618099,43230.4829554579
2016-08-19,42.684285714285714,418.42857142857144,0.9551149850409327,0.052857142857135386,34529.53525119639
2016-08-20,42.60125,347.875,0.7616795490255065,0.08303571428571388,22893.345197330233
2016-08-21,42.597500000000004,344.625,0.7479106948275162,0.0037499999999965894,22269.489684906188
2016-08-22,42.574285714285715,325.57142857142856,0.694983339024389,0.023214285714288962,19549.44448008582
2016-08-23,42.57857142857143,328.85714285714283,0.714801101372237,0.004285714285714448,20309.827499286865
2016-08-24,42.56428571428571,317.42857142857144,0.6849160070131487,0.014285714285719564,18784.38899416999
2016-08-25,42.574285714285715,325.57142857142856,0.6970430831821937,0.010000000000005116,19607.383788548537
2016-08-26,42.5775,328.0,0.718869246711494,0.003214285714285836,20372.17935640637
2016-08-27,42.575714285714284,326.57142857142856,0.7153725299436654,0.0017857142857167219,20184.787791169332
2016-08-28,42.565714285714286,318.2857142857143,0.6848387051109446,0.00999999999999801,18832.98612327039
2016-08-29,42.53000000000001,289.0,0.6149858650030792,0.035714285714277594,15355.951054780888
2016-08-30,42.526666666666664,291.6666666666667,0.6060157319501835,0.0033333333333445125,15271.596445144627
2016-08-31,42.53285714285715,307.7142857142857,0.6576505590625222,0.006190476190482741,17484.635983523734
2016-09-01,42.5,288.0,0.6033764960518908,0.03285714285714647,15013.938026558411
2016-09-02,42.49125,282.75,0.590907676408981,0.008749999999999147,14435.638171600842
2016-09-03,42.5,288.0,0.5929369667259576,0.008749999999999147,14754.16913043535
2016-09-04,42.49,281.8333333333333,0.5662886751960851,0.00999999999999801,13789.35575649475
2016-09-05,42.48,275.6666666666667,0.5466427416107074,0.010000000000005116,13019.718162587185
2016-09-06,42.48857142857143,281.0,0.5780763627917688,0.008571428571436002,14034.769166403681
2016-09-07,42.478571428571435,274.7142857142857,0.5686041283409906,0.00999999999999801,13495.997690328035
2016-09-08,42.464999999999996,276.5,0.5675964861719858,0.01357142857143856,13559.653016054272
2016-09-09,42.464285714285715,294.7142857142857,0.606465957110717,0.0007142857142810044,15442.633269496711
2016-09-10,42.472857142857144,299.7142857142857,0.6162108662335589,0.008571428571428896,15956.974047390253
2016-09-11,42.44857142857143,285.57142857142856,0.587943831297876,0.024285714285717575,14506.556528749832
2016-09-12,42.44166666666667,282.0,0.5791960587068861,0.00690476190475664,14111.996131181539
2016-09-13,42.468333333333334,297.0,0.6203789971022754,0.02666666666666373,15919.42136884207
2016-09-14,42.468333333333334,297.0,0.620545663768942,0.0,15923.698168842067
2016-09-15,42.446666666666665,284.3333333333333,0.5945129382577589,0.021666666666668277,14605.042646415408
2016-09-16,42.43666666666667,279.3333333333333,0.5660548300512894,0.00999999999999801,13661.39369038984
2016-09-17,42.455000000000005,289.0,0.5966721931051663,0.018333333333337976,14898.66599295876
2016-09-18,42.464285714285715,294.57142857142856,0.611503148902432,0.0092857142857099,15563.349171197255
2016-09-19,42.44833333333333,285.3333333333333,0.592364297782903,0.015952380952384715,14603.438560382352
2016-09-20,42.44166666666667,281.8333333333333,0.5740030835385777,0.006666666666660603,13977.20468539778
2016-09-21,42.43333333333333,277.8333333333333,0.5765267890095366,0.008333333333339965,13839.410264816124
2016-09-22,42.42285714285714,272.7142857142857,0.5584885588327767,0.010476190476190084,13159.394645905286
2016-09-23,42.41857142857143,270.7142857142857,0.5591860100031616,0.004285714285707343,13079.201006542522
2016-09-24,42.395,260.1666666666667,0.5263966642158159,0.023571428571429465,11832.554776908797
2016-09-25,42.385,256.5,0.5351788393953857,0.010000000000005116,11860.41936714478
2016-09-26,42.378571428571426,254.14285714285714,0.5257593209329331,0.006428571428571672,11544.593125655578
2016-09-27,42.37625,253.5,0.5332053344701998,0.002321428571427475,11678.476517700105
2016-09-28,42.43,287.5,0.6146012729864426,0.05375000000000085,15266.695620983235
2016-09-29,42.46142857142858,326.2857142857143,0.7280786845151485,0.031428571428577357,20525.328601910936
2016-09-30,42.51833333333334,366.8333333333333,0.821737177552531,0.0569047619047609,26044.466800220936
2016-10-01,42.51142857142857,362.0,0.8185895901594596,0.006904761904770851,25602.862893499387
2016-10-02,42.50142857142857,355.0,0.8014240078617249,0.00999999999999801,24581.277169134828
2016-10-03,42.5,354.0,0.7824396539156062,0.0014285714285691142,23931.38627880117
2016-10-04,42.495,350.5,0.7545627871578265,0.005000000000002558,22850.575796057896
2016-10-05,42.486000000000004,343.0,0.7334989641106633,0.008999999999993236,21737.38850121233
2016-10-06,42.46857142857142,330.2857142857143,0.7224871306706397,0.017428571428581563,20617.38818056412
2016-10-07,42.46,324.7142857142857,0.6932169479399922,0.00857142857142179,19448.41934264012
2016-10-08,42.465714285714284,329.2857142857143,0.737212061413504,0.005714285714283562,20973.893779231737
2016-10-09,42.480000000000004,339.0,0.8220611873608501,0.014285714285719564,24077.843353324355
2016-10-10,42.47666666666667,336.1666666666667,0.7582868994662038,0.003333333333337407,22024.291337615996
2016-10-11,42.45666666666667,322.6666666666667,0.6860163974921235,0.01999999999999602,19125.03953584442
2016-10-12,42.44625,316.0,0.7094658755374104,0.010416666666671404,19370.121120272594
2016-10-13,42.40875,308.0,0.6787186337123887,0.03750000000000142,18061.51730544712
2016-10-14,42.37714285714286,332.0,0.7496520848992015,0.0316071428571405,21503.62012491662
2016-10-15,42.385714285714286,336.2857142857143,0.7573043567153951,0.008571428571428896,22003.54299616781
2016-10-16,42.41857142857143,354.14285714285717,0.798097957889273,0.03285714285714647,24420.155709898383
2016-10-17,42.44,366.0,0.8331965581000516,0.021428571428565135,26347.674838863073
2016-10-18,42.415,351.8333333333333,0.7945056280214988,0.02499999999999858,24151.69988284873
2016-10-19,42.401428571428575,344.57142857142856,0.8083851851939114,0.013571428571424349,24066.41225168836
2016-10-20,42.395714285714284,341.42857142857144,0.8067172301949025,0.005714285714290668,23797.69730947523
2016-10-21,42.386,336.4,0.8608819423972814,0.009714285714281345,25021.49922049929
2016-10-22,42.412,350.4,0.780297251524688,0.02599999999999625,23623.155959119256
2016-10-23,42.505,409.0,0.9280406345762615,0.09300000000000352,32794.7287284021
2016-10-24,42.49,398.57142857142856,0.9232359549748985,0.015000000000000568,31793.08090891845
2016-10-25,42.477999999999994,389.8,0.9018238009174263,0.01200000000000756,30372.27128043375
2016-10-26,42.483999999999995,394.0,0.8990230314619689,0.006000000000000227,30604.182427815766
2016-10-27,42.528333333333336,424.8333333333333,0.9810730898734371,0.04433333333334133,36010.876407658434
2016-10-28,42.593333333333334,471.6666666666667,1.1290928239592832,0.06499999999999773,46012.79076198872
2016-10-29,42.65333333333333,516.1666666666666,1.3124760894252623,0.05999999999999517,58532.233664880536
2016-10-30,42.672000000000004,502.6,1.2665244078375877,0.01866666666667527,54998.36646156043
2016-10-31,42.739999999999995,447.4,1.0780920347351852,0.06799999999999073,41674.03571582109
